<<<<<<< HEAD
,
,0.8046820480
,0.8046820480
,0.8046820480
,0.8046820480
,0.8046820480
,0.8046820480
,0.8046820480
,0.8046820480
,0.8046820480
,0.8046820480
,0.8046820480
,0.8046820480
,0.8046820480
,0.8046820480
,0.8046820480
,0.8046820480
,0.8046820480
,0.8046820480
,0.8046820480
,0.8046820480
,0.8046820480
,0.8046820480
,0.8046820480
,0.8046820480
,0.8046820480
,0.8046820480
,0.8046820480
,0.8046820480
,0.8046820480
,0.8046820480
,0.8046820480
,0.8046820480
,0.8046820480
,0.8046820480
=======
,,,,,,,,,,
,0.8046820480,,,,,,,,,
,0.8723052922,,,,,,,,,
,0.9538815119,,,,,,,,,
,0.6325955810,,,,,,,,,
,0.4833961166,,,,,,,,,
,0.2994991462,,,,,,,,,
,0.5509118675,,,,,,,,,
,0.0174639043,,,,,,,,,
,0.9397607539,,,,,,,,,
,0.7545227078,,,,,,,,,
,0.6787140686,,,,,,,,,
,0.0676232441,,,,,,,,,
,0.9572246582,,,,,,,,,
,0.2612105985,,,,,,,,,
,0.0501593398,,,,,,,,,
,0.1159916976,,,,,,,,,
,0.2053414378,,,,,,,,,
,0.7562533054,,,,,,,,,
,0.1835074485,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
>>>>>>> d70cb3b... Data
